,index,country,points,price,variety
10257,16286,US,85,15.0,Zinfandel
10258,16288,US,85,30.0,Merlot
10259,16289,Australia,85,10.0,Shiraz
10260,16292,US,87,16.0,Syrah
10261,16296,US,87,30.0,Chardonnay
10262,16299,US,87,35.0,White Blend
10263,16300,Italy,87,89.0,Nebbiolo
10264,16302,US,87,30.0,Cabernet Sauvignon
10265,16303,Austria,87,19.0,Riesling
10266,16304,France,87,75.0,Chardonnay
10267,16305,US,87,26.0,Red Blend
10268,16306,US,87,22.0,Merlot
10269,16309,Italy,87,17.0,Chardonnay
10270,16310,Italy,87,28.0,Nebbiolo
10271,16311,US,87,50.0,Sparkling Blend
10272,16314,US,87,33.0,Zinfandel
10273,16315,US,87,29.0,Red Blend
10274,16317,US,87,28.0,Sauvignon Blanc
10275,16318,US,87,24.0,Merlot
10276,16319,US,87,15.0,Merlot
10277,16321,US,90,60.0,Pinot Noir
10278,16324,US,90,40.0,Pinot Noir
10279,16329,US,90,50.0,Cabernet Sauvignon
10280,16330,US,90,50.0,Pinot Noir
10281,16332,US,90,26.0,Bordeaux-style Red Blend
10282,16335,France,90,21.0,Malbec
10283,16336,Argentina,90,22.0,Malbec
10284,16337,US,90,48.0,Pinot Noir
10285,16338,US,90,24.0,Pinot Noir
10286,16339,US,90,25.0,Chardonnay
10287,16344,US,90,46.0,Pinot Noir
10288,16345,US,90,15.0,Sauvignon Blanc
10289,16346,US,90,35.0,Pinot Noir
10290,16348,France,90,24.0,Red Blend
10291,16349,US,90,40.0,Pinot Noir
10292,16351,US,88,11.0,Riesling
10293,16353,Spain,88,30.0,Red Blend
10294,16355,France,88,11.0,Rosé
10295,16356,Italy,88,24.0,Red Blend
10296,16357,US,88,17.0,Cabernet Sauvignon
10297,16358,US,88,11.0,Chardonnay
10298,16360,US,88,30.0,Chardonnay
10299,16361,Spain,88,19.0,Tempranillo
10300,16362,US,88,22.0,Malbec
10301,16363,US,88,30.0,Merlot
10302,16365,US,88,65.0,Bordeaux-style Red Blend
10303,16367,US,88,35.0,Merlot
10304,16371,Italy,88,25.0,Red Blend
10305,16373,US,88,22.0,Chardonnay
10306,16374,US,88,60.0,Pinot Noir
10307,16375,US,88,27.0,Red Blend
10308,16376,Italy,88,13.0,Red Blend
10309,16377,US,88,30.0,Chardonnay
10310,16379,Spain,88,22.0,Red Blend
10311,16380,US,88,32.0,Bordeaux-style Red Blend
10312,16381,US,88,11.0,Chardonnay
10313,16382,US,88,34.0,Zinfandel
10314,16383,Australia,88,16.0,Chardonnay
10315,16384,Spain,88,13.0,Sparkling Blend
10316,16386,US,88,13.0,Red Blend
10317,16388,US,88,12.0,Riesling
10318,16389,US,88,25.0,Syrah
10319,16390,US,88,13.0,Chardonnay
10320,16391,Austria,88,18.0,Riesling
10321,16393,US,88,27.0,Bordeaux-style Red Blend
10322,16394,US,88,30.0,Zinfandel
10323,16395,Argentina,88,15.0,Malbec
10324,16397,US,88,11.0,Shiraz
10325,16398,Argentina,88,25.0,Cabernet Sauvignon
10326,16400,Spain,88,8.0,Red Blend
10327,16401,Australia,88,24.0,Shiraz
10328,16402,US,88,20.0,Syrah
10329,16403,US,88,32.0,Pinot Noir
10330,16404,Spain,88,50.0,Cabernet Sauvignon
10331,16406,Italy,88,28.0,Red Blend
10332,16407,Austria,88,22.0,Riesling
10333,16410,US,85,10.0,Red Blend
10334,16411,US,84,18.0,Syrah
10335,16413,US,84,32.0,Merlot
10336,16414,Australia,84,9.0,Shiraz
10337,16415,US,84,30.0,Zinfandel
10338,16416,US,84,25.0,Chardonnay
10339,16417,Austria,84,16.0,Chardonnay
10340,16418,Australia,84,6.0,Shiraz
10341,16419,US,84,11.0,Chardonnay
10342,16421,US,84,20.0,Pinot Noir
10343,16422,Australia,84,10.0,Shiraz
10344,16423,Australia,84,20.0,Red Blend
10345,16424,US,84,16.0,Chardonnay
10346,16426,US,84,25.0,Syrah
10347,16429,US,84,19.0,Chardonnay
10348,16430,US,84,30.0,Syrah
10349,16433,US,84,22.0,Chardonnay
10350,16434,Australia,84,17.0,Chardonnay
10351,16435,US,84,14.0,Red Blend
10352,16436,Australia,84,15.0,Cabernet Sauvignon
10353,16438,US,84,37.0,Cabernet Sauvignon
10354,16439,US,84,16.0,Chardonnay
10355,16440,US,87,50.0,Pinot Noir
10356,16441,US,87,31.0,Sparkling Blend
10357,16442,US,87,35.0,Sparkling Blend
10358,16443,US,87,36.0,Zinfandel
10359,16446,US,87,18.0,Syrah
10360,16447,US,87,14.0,Red Blend
10361,16448,Austria,87,35.0,Riesling
10362,16450,US,87,26.0,Sparkling Blend
10363,16451,Austria,87,18.0,Riesling
10364,16452,Italy,87,61.0,Nebbiolo
10365,16454,France,87,45.0,Chardonnay
10366,16455,US,87,56.0,Bordeaux-style Red Blend
10367,16456,Italy,87,20.0,Nebbiolo
10368,16457,Italy,87,30.0,Red Blend
10369,16458,US,87,18.0,Cabernet Sauvignon
10370,16463,US,87,19.0,Merlot
10371,16465,US,87,24.0,Red Blend
10372,16466,US,87,20.0,Bordeaux-style Red Blend
10373,16467,US,87,22.0,Merlot
10374,16470,US,90,22.0,Pinot Noir
10375,16472,Austria,90,23.0,Riesling
10376,16473,US,90,42.0,Pinot Noir
10377,16474,US,90,20.0,Chardonnay
10378,16476,Italy,90,60.0,Red Blend
10379,16480,US,90,32.0,Zinfandel
10380,16482,US,90,35.0,Chardonnay
10381,16483,US,90,65.0,Pinot Noir
10382,16484,US,90,27.0,Chardonnay
10383,16486,Austria,90,18.0,Riesling
10384,16487,France,90,75.0,Chardonnay
10385,16490,US,90,98.0,Syrah
10386,16491,Italy,90,30.0,Red Blend
10387,16493,Argentina,90,22.0,Bordeaux-style Red Blend
10388,16494,US,90,38.0,Pinot Noir
10389,16497,Italy,90,38.0,Syrah
10390,16499,US,90,95.0,Pinot Noir
10391,16505,Italy,88,22.0,White Blend
10392,16506,US,88,48.0,Red Blend
10393,16507,US,88,20.0,Zinfandel
10394,16508,US,88,70.0,Pinot Noir
10395,16509,US,88,18.0,Zinfandel
10396,16511,US,88,14.0,Chardonnay
10397,16519,US,88,28.0,Sangiovese
10398,16523,US,88,15.0,Riesling
10399,16525,US,88,49.0,Bordeaux-style Red Blend
10400,16526,Spain,88,15.0,Tempranillo
10401,16530,Spain,88,68.0,Red Blend
10402,16531,US,88,13.0,Syrah
10403,16533,US,88,24.0,Cabernet Sauvignon
10404,16534,US,88,13.0,Chardonnay
10405,16535,France,88,25.0,Chardonnay
10406,16538,US,88,38.0,Chardonnay
10407,16539,US,88,22.0,Syrah
10408,16541,Argentina,88,15.0,Malbec
10409,16542,US,88,25.0,Chardonnay
10410,16543,Argentina,88,12.0,Cabernet Sauvignon
10411,16544,US,88,59.0,Cabernet Sauvignon
10412,16546,Argentina,88,20.0,Malbec
10413,16547,US,88,34.0,Syrah
10414,16550,US,87,25.0,Syrah
10415,16551,France,87,23.0,Chardonnay
10416,16553,US,87,10.0,Sangiovese
10417,16555,Argentina,87,30.0,Malbec
10418,16556,US,87,18.0,Chardonnay
10419,16557,US,87,40.0,Pinot Noir
10420,16559,US,87,25.0,Red Blend
10421,16562,US,84,24.0,Pinot Noir
10422,16563,US,84,12.0,Sauvignon Blanc
10423,16565,US,84,75.0,Pinot Noir
10424,16566,Australia,84,8.0,Shiraz
10425,16569,US,84,7.0,Red Blend
10426,16570,France,84,11.0,Riesling
10427,16571,US,84,24.0,Zinfandel
10428,16572,US,84,12.0,Cabernet Sauvignon
10429,16573,US,84,9.0,Merlot
10430,16577,US,84,22.0,Merlot
10431,16579,Australia,84,12.0,Merlot
10432,16580,US,84,25.0,Red Blend
10433,16581,Australia,84,7.0,Chardonnay
10434,16583,US,84,50.0,Bordeaux-style Red Blend
10435,16586,Australia,84,13.0,Chardonnay
10436,16587,Australia,84,24.0,Cabernet Sauvignon
10437,16590,US,87,37.0,Sparkling Blend
10438,16591,US,87,38.0,Sparkling Blend
10439,16592,US,87,18.0,Cabernet Sauvignon
10440,16593,US,87,19.0,Sparkling Blend
10441,16596,Italy,86,63.0,Nebbiolo
10442,16600,US,86,20.0,Sparkling Blend
10443,16602,US,86,22.0,Syrah
10444,16605,Italy,86,35.0,Nebbiolo
10445,16606,US,86,35.0,Sparkling Blend
10446,16607,US,86,29.0,Zinfandel
10447,16608,New Zealand,86,20.0,Pinot Noir
10448,16609,US,86,32.0,Syrah
10449,16610,US,86,20.0,Syrah
10450,16611,US,86,24.0,Cabernet Sauvignon
10451,16612,Austria,86,19.0,White Blend
10452,16613,US,86,38.0,Syrah
10453,16614,Argentina,86,12.0,Malbec
10454,16615,Argentina,86,25.0,Malbec
10455,16617,US,86,34.0,Chardonnay
10456,16618,US,86,26.0,Chardonnay
10457,16619,US,86,30.0,Syrah
10458,16620,US,88,11.0,Chardonnay
10459,16621,US,88,39.0,Cabernet Sauvignon
10460,16625,US,88,50.0,Pinot Noir
10461,16626,Austria,88,50.0,Cabernet Sauvignon
10462,16627,US,88,38.0,Chardonnay
10463,16628,US,88,30.0,Malbec
10464,16630,US,88,23.0,Syrah
10465,16632,Italy,88,15.0,Chardonnay
10466,16633,France,88,24.0,Rosé
10467,16635,US,88,50.0,Merlot
10468,16636,US,88,18.0,Merlot
10469,16638,US,88,38.0,Merlot
10470,16641,US,88,35.0,Chardonnay
10471,16644,US,88,15.0,Chardonnay
10472,16649,Spain,88,29.0,Tempranillo
10473,16650,US,90,45.0,Pinot Noir
10474,16652,Argentina,90,15.0,Red Blend
10475,16654,US,90,40.0,Bordeaux-style Red Blend
10476,16657,US,90,17.0,Pinot Noir
10477,16659,US,90,40.0,Pinot Noir
10478,16660,US,90,38.0,Syrah
10479,16661,Argentina,90,40.0,Malbec
10480,16662,US,90,100.0,Pinot Noir
10481,16663,US,90,30.0,Cabernet Sauvignon
10482,16664,US,90,22.0,Chardonnay
10483,16665,US,90,35.0,Tempranillo
10484,16666,US,90,56.0,Pinot Noir
10485,16667,Italy,90,19.0,Red Blend
10486,16668,US,90,16.0,Chardonnay
10487,16670,Italy,90,40.0,White Blend
10488,16672,Argentina,90,20.0,Malbec
10489,16674,US,90,36.0,Merlot
10490,16675,US,90,42.0,Pinot Noir
10491,16677,US,90,43.0,Cabernet Sauvignon
10492,16678,US,90,39.0,Pinot Noir
10493,16679,US,90,55.0,Bordeaux-style Red Blend
10494,16680,US,87,20.0,Syrah
10495,16681,Argentina,87,8.0,Malbec
10496,16684,US,87,18.0,Zinfandel
10497,16685,US,87,60.0,Sangiovese
10498,16686,Australia,87,25.0,Riesling
10499,16687,Australia,87,12.0,Chardonnay
10500,16688,US,87,40.0,Cabernet Sauvignon
10501,16690,US,87,8.0,Sauvignon Blanc
10502,16692,US,87,35.0,Syrah
10503,16693,US,87,20.0,Pinot Noir
10504,16696,US,87,20.0,Chardonnay
10505,16697,US,87,24.0,Pinot Noir
10506,16698,Australia,87,20.0,Shiraz
10507,16700,Italy,87,22.0,Red Blend
10508,16701,US,87,18.0,Merlot
10509,16703,US,87,9.0,Sauvignon Blanc
10510,16704,Italy,87,9.0,Chardonnay
10511,16705,US,87,30.0,Chardonnay
10512,16706,US,87,8.0,Merlot
10513,16708,Spain,87,18.0,Sparkling Blend
10514,16709,US,87,30.0,Cabernet Sauvignon
10515,16710,US,84,11.0,Merlot
10516,16713,Australia,84,20.0,Chardonnay
10517,16714,US,84,18.0,Cabernet Sauvignon
10518,16715,Australia,84,12.0,Shiraz
10519,16716,US,84,15.0,Merlot
10520,16718,Australia,84,20.0,Cabernet Sauvignon
10521,16719,US,84,18.0,Chardonnay
10522,16720,US,84,26.0,Merlot
10523,16722,US,84,16.0,Syrah
10524,16725,US,83,20.0,Zinfandel
10525,16726,Austria,83,34.0,Red Blend
10526,16727,Australia,83,18.0,Riesling
10527,16728,Australia,83,25.0,Merlot
10528,16730,US,83,28.0,Syrah
10529,16733,US,83,11.0,Cabernet Sauvignon
10530,16734,US,83,9.0,Riesling
10531,16735,US,83,18.0,Merlot
10532,16737,US,83,16.0,Cabernet Sauvignon
10533,16738,Australia,83,10.0,Chardonnay
10534,16739,US,83,25.0,Zinfandel
10535,16742,US,86,24.0,Tempranillo
10536,16743,US,86,75.0,Cabernet Sauvignon
10537,16744,US,86,20.0,Syrah
10538,16745,US,86,15.0,Sparkling Blend
10539,16746,US,86,28.0,Syrah
10540,16750,US,86,28.0,Riesling
10541,16752,New Zealand,86,18.0,Sauvignon Blanc
10542,16753,US,86,35.0,Cabernet Sauvignon
10543,16754,US,86,28.0,Red Blend
10544,16755,Australia,86,20.0,Shiraz
10545,16756,Italy,86,61.0,Nebbiolo
10546,16757,US,86,15.0,Sparkling Blend
10547,16758,New Zealand,86,18.0,Sauvignon Blanc
10548,16759,US,86,14.0,Riesling
10549,16761,US,86,40.0,Cabernet Sauvignon
10550,16762,US,86,15.0,Cabernet Sauvignon
10551,16765,New Zealand,86,13.0,Sauvignon Blanc
10552,16766,Italy,86,44.0,Nebbiolo
10553,16767,US,86,18.0,Cabernet Sauvignon
10554,16769,Argentina,86,20.0,Cabernet Sauvignon
10555,16772,Australia,88,95.0,Pinot Noir
10556,16773,US,88,32.0,Chardonnay
10557,16775,Australia,88,20.0,Pinot Noir
10558,16778,Austria,88,95.0,Riesling
10559,16779,France,88,16.0,Rosé
10560,16780,Spain,88,65.0,Red Blend
10561,16781,US,88,27.0,Pinot Noir
10562,16785,US,88,18.0,Chardonnay
10563,16786,US,88,48.0,Cabernet Sauvignon
10564,16791,US,88,32.0,Zinfandel
10565,16794,France,88,20.0,Rosé
10566,16795,France,88,18.0,Rosé
10567,16798,US,88,20.0,Bordeaux-style Red Blend
10568,16799,US,88,25.0,Pinot Noir
10569,16800,US,90,65.0,Pinot Noir
10570,16801,US,90,25.0,Pinot Noir
10571,16802,US,90,50.0,Pinot Noir
10572,16803,US,90,60.0,Pinot Noir
10573,16804,US,90,32.0,Pinot Noir
10574,16807,US,90,19.0,Sauvignon Blanc
10575,16809,US,90,100.0,Pinot Noir
10576,16813,Italy,89,16.0,Red Blend
10577,16814,US,89,36.0,Pinot Noir
10578,16815,Argentina,89,18.0,Malbec
10579,16819,US,89,35.0,Cabernet Sauvignon
10580,16821,US,89,15.0,Chardonnay
10581,16822,US,89,33.0,Zinfandel
10582,16823,US,89,40.0,Chardonnay
10583,16826,US,89,50.0,Pinot Noir
10584,16830,Spain,87,11.0,Sparkling Blend
10585,16834,France,87,17.0,Chardonnay
10586,16836,Argentina,87,9.0,Sauvignon Blanc
10587,16837,US,87,25.0,Cabernet Sauvignon
10588,16842,US,87,22.0,Chardonnay
10589,16848,Spain,87,17.0,Tempranillo
10590,16851,Argentina,87,18.0,Malbec
10591,16852,US,87,55.0,Chardonnay
10592,16853,Austria,87,20.0,Riesling
10593,16854,Argentina,87,12.0,Chardonnay
10594,16856,Australia,87,18.0,Riesling
10595,16860,US,83,16.0,Sauvignon Blanc
10596,16861,US,83,9.0,Cabernet Sauvignon
10597,16862,US,83,19.0,Zinfandel
10598,16863,US,83,15.0,Pinot Noir
10599,16864,US,83,15.0,Syrah
10600,16866,US,83,19.0,Merlot
10601,16867,US,83,20.0,Sangiovese
10602,16868,Australia,83,7.0,White Blend
10603,16869,US,83,7.0,Zinfandel
10604,16870,US,83,18.0,Chardonnay
10605,16871,US,83,20.0,Pinot Noir
10606,16872,US,83,20.0,Merlot
10607,16874,US,83,50.0,Cabernet Sauvignon
10608,16875,US,83,35.0,Merlot
10609,16876,US,83,17.0,Merlot
10610,16877,US,83,85.0,Zinfandel
10611,16878,US,83,50.0,Pinot Noir
10612,16880,US,83,11.0,Zinfandel
10613,16881,US,83,10.0,White Blend
10614,16882,US,83,24.0,Zinfandel
10615,16883,Australia,83,9.0,Shiraz
10616,16884,US,82,24.0,Merlot
10617,16885,US,82,45.0,Syrah
10618,16886,Australia,82,10.0,Chardonnay
10619,16887,US,82,24.0,Zinfandel
10620,16888,US,82,7.0,Chardonnay
10621,16889,US,82,20.0,Merlot
10622,16891,US,86,29.0,Zinfandel
10623,16892,US,86,25.0,Pinot Noir
10624,16893,US,86,24.0,Merlot
10625,16895,US,86,85.0,Cabernet Sauvignon
10626,16896,US,86,29.0,Syrah
10627,16898,US,86,28.0,Pinot Noir
10628,16899,US,86,16.0,Syrah
10629,16900,US,86,38.0,Zinfandel
10630,16901,US,86,19.0,Sparkling Blend
10631,16902,New Zealand,86,29.0,Pinot Noir
10632,16905,US,85,34.0,Red Blend
10633,16906,US,85,10.0,Red Blend
10634,16907,Argentina,85,18.0,Cabernet Sauvignon
10635,16910,US,85,20.0,Sauvignon Blanc
10636,16912,Italy,85,26.0,Red Blend
10637,16913,Australia,85,17.0,Shiraz
10638,16915,US,85,20.0,Chardonnay
10639,16918,US,85,13.0,Sauvignon Blanc
10640,16920,US,88,36.0,Cabernet Sauvignon
10641,16922,Australia,88,12.0,Pinot Noir
10642,16923,US,88,34.0,Pinot Noir
10643,16924,Spain,88,25.0,Tempranillo
10644,16926,US,88,50.0,Cabernet Sauvignon
10645,16931,Spain,88,20.0,Red Blend
10646,16933,US,88,16.0,Syrah
10647,16936,US,87,24.0,Chardonnay
10648,16937,US,87,15.0,Chardonnay
10649,16938,US,87,15.0,Zinfandel
10650,16939,Italy,87,15.0,Chardonnay
10651,16940,France,87,30.0,Rosé
10652,16941,US,87,11.0,Chardonnay
10653,16942,Spain,87,11.0,Rosé
10654,16943,US,87,40.0,Zinfandel
10655,16947,US,87,22.0,Zinfandel
10656,16949,US,87,65.0,Cabernet Sauvignon
10657,16950,US,89,22.0,Chardonnay
10658,16953,Italy,89,29.0,Red Blend
10659,16955,Argentina,89,25.0,Red Blend
10660,16956,US,89,54.0,Pinot Noir
10661,16961,US,89,20.0,Chardonnay
10662,16962,US,89,39.0,Pinot Noir
10663,16964,France,89,14.0,Malbec
10664,16965,Argentina,89,15.0,Malbec
10665,16967,US,89,48.0,Pinot Noir
10666,16970,Argentina,89,30.0,Malbec
10667,16972,US,89,20.0,Chardonnay
10668,16973,US,89,35.0,Pinot Noir
10669,16978,US,89,50.0,Cabernet Sauvignon
10670,16980,Australia,87,14.0,Chardonnay
10671,16982,US,87,36.0,Cabernet Sauvignon
10672,16983,US,87,28.0,Syrah
10673,16985,US,87,11.0,Cabernet Sauvignon
10674,16986,US,87,25.0,Cabernet Sauvignon
10675,16989,Australia,87,19.0,Chardonnay
10676,16990,US,87,52.0,Cabernet Sauvignon
10677,16991,US,87,26.0,Chardonnay
10678,16992,Spain,86,6.0,Tempranillo
10679,16993,France,86,17.0,Chardonnay
10680,16997,US,86,13.0,Syrah
10681,16998,Argentina,86,13.0,Sauvignon Blanc
10682,16999,Spain,86,25.0,Red Blend
10683,17001,Argentina,86,12.0,Cabernet Sauvignon
10684,17004,US,86,26.0,Merlot
10685,17007,US,86,27.0,Cabernet Sauvignon
10686,17008,Spain,86,9.0,Tempranillo
10687,17010,US,82,18.0,Sauvignon Blanc
10688,17011,US,82,14.0,Cabernet Sauvignon
10689,17013,US,82,30.0,Cabernet Sauvignon
10690,17014,Australia,82,30.0,Chardonnay
10691,17016,US,82,28.0,Cabernet Sauvignon
10692,17018,US,82,8.0,Chardonnay
10693,17020,Australia,82,10.0,Chardonnay
10694,17021,US,82,16.0,Syrah
10695,17023,US,82,13.0,Chardonnay
10696,17024,US,82,11.0,Chardonnay
10697,17026,US,82,18.0,Sangiovese
10698,17028,US,82,15.0,Chardonnay
10699,17029,US,82,16.0,Sauvignon Blanc
10700,17033,France,81,10.0,White Blend
10701,17034,Australia,81,8.0,Chardonnay
10702,17035,US,81,16.0,Sangiovese
10703,17036,Austria,81,26.0,Pinot Noir
10704,17037,US,81,19.0,Cabernet Sauvignon
10705,17041,Italy,85,13.0,Red Blend
10706,17044,France,85,10.0,Sauvignon Blanc
10707,17045,US,85,19.0,Syrah
10708,17048,US,85,40.0,Sparkling Blend
10709,17049,US,85,20.0,Red Blend
10710,17050,Argentina,85,30.0,Malbec
10711,17053,US,85,16.0,Pinot Noir
10712,17054,US,85,10.0,Syrah
10713,17057,US,85,25.0,Sparkling Blend
10714,17059,Italy,85,45.0,Nebbiolo
10715,17060,New Zealand,85,28.0,Pinot Noir
10716,17062,US,85,23.0,Merlot
10717,17066,US,85,15.0,Cabernet Sauvignon
10718,17068,Italy,85,15.0,Sauvignon Blanc
10719,17069,US,85,48.0,Red Blend
10720,17070,US,87,75.0,Cabernet Sauvignon
10721,17071,Spain,87,10.0,Tempranillo
10722,17076,US,87,28.0,Cabernet Sauvignon
10723,17077,Italy,87,15.0,White Blend
10724,17080,US,87,35.0,Syrah
10725,17081,US,87,30.0,Chardonnay
10726,17082,US,87,29.0,Malbec
10727,17084,US,87,28.0,Zinfandel
10728,17085,France,87,12.0,Rosé
10729,17087,US,87,25.0,Merlot
10730,17089,US,87,17.0,Pinot Noir
10731,17090,US,87,30.0,Syrah
10732,17091,US,87,32.0,Pinot Noir
10733,17093,US,87,38.0,Chardonnay
10734,17094,US,87,20.0,Merlot
10735,17096,Spain,87,14.0,Rosé
10736,17098,Spain,87,19.0,Sparkling Blend
10737,17101,US,89,35.0,Pinot Noir
10738,17102,US,89,75.0,Chardonnay
10739,17105,US,89,29.0,Pinot Noir
10740,17107,France,89,24.0,Red Blend
10741,17109,US,89,35.0,Pinot Noir
10742,17111,US,89,40.0,Pinot Noir
10743,17115,US,89,18.0,Chardonnay
10744,17116,France,89,20.0,Bordeaux-style Red Blend
10745,17120,US,89,35.0,Pinot Noir
10746,17122,Argentina,89,80.0,Red Blend
10747,17125,France,89,18.0,Red Blend
10748,17127,US,89,12.0,Riesling
10749,17128,US,89,30.0,Sparkling Blend
10750,17130,US,86,30.0,Cabernet Sauvignon
10751,17135,Australia,86,11.0,Chardonnay
10752,17137,US,86,35.0,Merlot
10753,17138,US,86,50.0,Bordeaux-style Red Blend
10754,17139,US,86,25.0,Sangiovese
10755,17143,Australia,86,15.0,Riesling
10756,17144,Australia,86,12.0,Chardonnay
10757,17145,France,86,36.0,Chardonnay
10758,17146,US,86,35.0,Syrah
10759,17147,Argentina,86,18.0,Syrah
10760,17149,US,86,30.0,Pinot Noir
10761,17153,US,86,26.0,Pinot Noir
10762,17154,Argentina,86,30.0,Cabernet Sauvignon
10763,17156,US,86,24.0,Sangiovese
10764,17157,US,86,50.0,Pinot Noir
10765,17158,Australia,86,12.0,Cabernet Sauvignon
10766,17159,US,86,18.0,Sangiovese
10767,17168,US,95,70.0,Cabernet Sauvignon
10768,17172,US,94,65.0,Red Blend
10769,17175,US,94,86.0,Merlot
10770,17176,Italy,93,45.0,Sangiovese
10771,17177,US,93,45.0,Bordeaux-style Red Blend
10772,17178,US,93,46.0,Bordeaux-style Red Blend
10773,17179,US,93,40.0,Chardonnay
10774,17180,Italy,93,38.0,Sangiovese
10775,17183,Italy,93,37.0,Sangiovese
10776,17184,US,93,30.0,Chardonnay
10777,17186,US,92,35.0,Cabernet Sauvignon
10778,17187,Italy,92,55.0,Sangiovese
10779,17190,US,85,9.0,Chardonnay
10780,17192,US,85,30.0,Syrah
10781,17193,US,85,18.0,Red Blend
10782,17194,US,85,20.0,Chardonnay
10783,17197,US,85,15.0,Cabernet Sauvignon
10784,17198,Argentina,85,13.0,Malbec
10785,17199,New Zealand,85,18.0,Sauvignon Blanc
10786,17200,US,85,15.0,Cabernet Sauvignon
10787,17201,US,85,16.0,Sauvignon Blanc
10788,17202,US,85,13.0,Riesling
10789,17203,US,85,18.0,Chardonnay
10790,17204,US,85,18.0,Cabernet Sauvignon
10791,17205,US,85,30.0,Syrah
10792,17206,New Zealand,85,16.0,Sauvignon Blanc
10793,17209,US,85,24.0,Sparkling Blend
10794,17210,New Zealand,85,16.0,Sauvignon Blanc
10795,17212,US,84,25.0,Red Blend
10796,17213,US,84,20.0,Cabernet Sauvignon
10797,17214,US,84,32.0,Chardonnay
10798,17215,US,84,35.0,Syrah
10799,17216,Italy,84,43.0,Nebbiolo
10800,17217,Italy,84,13.0,Red Blend
10801,17218,US,84,10.0,Cabernet Sauvignon
10802,17220,US,87,30.0,Sangiovese
10803,17221,Austria,87,20.0,Riesling
10804,17225,US,87,25.0,Red Blend
10805,17227,US,87,18.0,Chardonnay
10806,17231,US,87,65.0,Bordeaux-style Red Blend
10807,17232,US,87,19.0,Sauvignon Blanc
10808,17233,France,87,15.0,Rosé
10809,17234,France,87,23.0,Rosé
10810,17235,US,87,40.0,Cabernet Sauvignon
10811,17238,France,87,14.0,Rosé
10812,17239,US,87,50.0,Red Blend
10813,17241,Spain,87,16.0,Tempranillo
10814,17243,US,87,50.0,Cabernet Sauvignon
10815,17245,US,87,40.0,Chardonnay
10816,17246,US,87,13.0,Cabernet Sauvignon
10817,17248,Italy,87,16.0,Rosé
10818,17249,US,87,45.0,Chardonnay
10819,17250,Argentina,89,23.0,Red Blend
10820,17252,US,89,60.0,Pinot Noir
10821,17253,Italy,89,28.0,Red Blend
10822,17254,US,89,35.0,Pinot Noir
10823,17255,US,89,49.0,Pinot Noir
10824,17257,US,89,35.0,Merlot
10825,17258,Argentina,89,12.0,Malbec
10826,17263,US,89,20.0,Pinot Noir
10827,17264,Argentina,89,20.0,Cabernet Sauvignon
10828,17265,Argentina,89,20.0,Malbec
10829,17266,Italy,89,24.0,White Blend
10830,17267,Argentina,89,79.0,Malbec
10831,17269,US,89,25.0,Pinot Noir
10832,17270,US,89,30.0,Malbec
10833,17272,US,89,24.0,Syrah
10834,17273,Austria,89,28.0,Riesling
10835,17276,US,88,50.0,Pinot Noir
10836,17278,Argentina,88,40.0,Malbec
10837,17282,US,86,25.0,Chardonnay
10838,17283,US,86,24.0,Cabernet Sauvignon
10839,17284,US,86,15.0,Sauvignon Blanc
10840,17285,Argentina,86,10.0,Malbec
10841,17286,Australia,86,17.0,Riesling
10842,17287,US,86,20.0,Chardonnay
10843,17288,US,86,42.0,Pinot Noir
10844,17289,US,86,24.0,Chardonnay
10845,17290,Australia,86,15.0,Riesling
10846,17296,France,86,20.0,Chardonnay
10847,17297,Argentina,86,9.0,Malbec
10848,17300,US,86,28.0,Red Blend
10849,17301,US,86,15.0,Merlot
10850,17302,US,86,16.0,Zinfandel
10851,17303,US,86,15.0,Red Blend
10852,17304,US,85,15.0,Cabernet Sauvignon
10853,17305,US,85,9.0,Cabernet Sauvignon
10854,17307,Argentina,85,11.0,Malbec
10855,17309,Argentina,85,15.0,Malbec
10856,17310,US,92,42.0,Syrah
10857,17313,Italy,92,28.0,Sangiovese
10858,17314,Italy,92,75.0,Sangiovese
10859,17315,US,92,42.0,Cabernet Sauvignon
10860,17316,US,92,35.0,Cabernet Sauvignon
10861,17318,Italy,92,63.0,Sangiovese
10862,17319,Italy,92,13.0,Sangiovese
10863,17321,US,91,23.0,Cabernet Sauvignon
10864,17322,US,91,30.0,Merlot
10865,17323,Italy,91,38.0,Sangiovese
10866,17324,US,91,46.0,Pinot Noir
10867,17325,US,91,32.0,Merlot
10868,17326,US,91,25.0,Merlot
10869,17329,Italy,91,32.0,Sangiovese
10870,17330,Italy,91,80.0,Sangiovese
10871,17331,Italy,91,30.0,Sangiovese
10872,17335,US,91,30.0,Merlot
10873,17336,US,91,30.0,Syrah
10874,17337,US,91,48.0,Bordeaux-style Red Blend
10875,17338,US,91,32.0,Syrah
10876,17339,US,91,72.0,Red Blend
10877,17341,US,84,18.0,Zinfandel
10878,17342,US,84,18.0,Cabernet Sauvignon
10879,17344,Italy,84,26.0,Nebbiolo
10880,17345,US,84,30.0,Cabernet Sauvignon
10881,17346,US,84,20.0,Merlot
10882,17347,US,84,35.0,Zinfandel
10883,17350,Italy,84,30.0,Nebbiolo
10884,17359,US,84,45.0,Syrah
10885,17360,US,84,22.0,Syrah
10886,17361,New Zealand,84,12.0,Sauvignon Blanc
